year,round,date,constructor_id,position,points,wins
2023,9,,alpine,5,47.0,0
2023,9,,mclaren,6,29.0,0
2023,9,,haas,7,11.0,0
2023,9,,alfa,8,9.0,0
2023,9,,williams,9,7.0,0
2023,9,,alphatauri,10,2.0,0
2023,10,,red_bull,1,411.0,10
2023,10,,mercedes,2,203.0,0
2023,10,,aston_martin,3,181.0,0
2023,10,,ferrari,4,157.0,0
2023,10,,mclaren,5,59.0,0
2023,10,,alpine,6,47.0,0
2023,10,,williams,7,11.0,0
2023,10,,haas,8,11.0,0
2023,10,,alfa,9,9.0,0
2023,10,,alphatauri,10,2.0,0
2023,11,,red_bull,1,452.0,11
2023,11,,mercedes,2,223.0,0
2023,11,,aston_martin,3,184.0,0
2023,11,,ferrari,4,167.0,0
2023,11,,mclaren,5,87.0,0
2023,11,,alpine,6,47.0,0
2023,11,,williams,7,11.0,0
2023,11,,haas,8,11.0,0
2023,11,,alfa,9,9.0,0
2023,11,,alphatauri,10,2.0,0
2023,12,,red_bull,1,503.0,12
2023,12,,mercedes,2,247.0,0
2023,12,,aston_martin,3,196.0,0
2023,12,,ferrari,4,191.0,0
2023,12,,mclaren,5,103.0,0
2023,12,,alpine,6,57.0,0
2023,12,,williams,7,11.0,0
2023,12,,haas,8,11.0,0
2023,12,,alfa,9,9.0,0
2023,12,,alphatauri,10,3.0,0
2023,13,,red_bull,1,540.0,13
2023,13,,mercedes,2,255.0,0
2023,13,,aston_martin,3,215.0,0
2023,13,,ferrari,4,201.0,0
2023,13,,mclaren,5,111.0,0
2023,13,,alpine,6,73.0,0
2023,13,,williams,7,15.0,0
2023,13,,haas,8,11.0,0
2023,13,,alfa,9,9.0,0
2023,13,,alphatauri,10,3.0,0
2023,14,,red_bull,1,583.0,14
2023,14,,mercedes,2,273.0,0
2023,14,,ferrari,3,228.0,0
2023,14,,aston_martin,4,217.0,0
2023,14,,mclaren,5,115.0,0
2023,14,,alpine,6,73.0,0
2023,14,,williams,7,21.0,0
2023,14,,haas,8,11.0,0
2023,14,,alfa,9,10.0,0
2023,14,,alphatauri,10,3.0,0
2023,15,,red_bull,1,597.0,14
2023,15,,mercedes,2,289.0,0
2023,15,,ferrari,3,265.0,1
2023,15,,aston_martin,4,217.0,0
2023,15,,mclaren,5,139.0,0
2023,15,,alpine,6,81.0,0
2023,15,,williams,7,21.0,0
2023,15,,haas,8,12.0,0
2023,15,,alfa,9,10.0,0
2023,15,,alphatauri,10,5.0,0
2023,16,,red_bull,1,623.0,15
2023,16,,mercedes,2,305.0,0
2023,16,,ferrari,3,285.0,1
2023,16,,aston_martin,4,221.0,0
2023,16,,mclaren,5,172.0,0
2023,16,,alpine,6,84.0,0
2023,16,,williams,7,21.0,0
2023,16,,haas,8,12.0,0
2023,16,,alfa,9,10.0,0
2023,16,,alphatauri,10,5.0,0
2023,17,,red_bull,1,657.0,16
2023,17,,mercedes,2,326.0,0
2023,17,,ferrari,3,298.0,1
2023,17,,aston_martin,4,230.0,0
2023,17,,mclaren,5,219.0,0
2023,17,,alpine,6,90.0,0
2023,17,,williams,7,23.0,0
2023,17,,alfa,8,16.0,0
2023,17,,haas,9,12.0,0
2023,17,,alphatauri,10,5.0,0
2023,18,,red_bull,1,706.0,17
2023,18,,mercedes,2,344.0,0
2023,18,,ferrari,3,322.0,1
2023,18,,mclaren,4,242.0,0
2023,18,,aston_martin,5,236.0,0
2023,18,,alpine,6,100.0,0
2023,18,,williams,7,26.0,0
2023,18,,alfa,8,16.0,0
2023,18,,haas,9,12.0,0
2023,18,,alphatauri,10,10.0,0
2023,19,,red_bull,1,731.0,18
2023,19,,mercedes,2,371.0,0
2023,19,,ferrari,3,349.0,1
2023,19,,mclaren,4,256.0,0
2023,19,,aston_martin,5,236.0,0
2023,19,,alpine,6,101.0,0
2023,19,,williams,7,28.0,0
2023,19,,alphatauri,8,16.0,0
2023,19,,alfa,9,16.0,0
2023,19,,haas,10,12.0,0
2023,20,,red_bull,1,782.0,19
2023,20,,mercedes,2,382.0,0
2023,20,,ferrari,3,362.0,1
2023,20,,mclaren,4,282.0,0
2023,20,,aston_martin,5,261.0,0
2023,20,,alpine,6,108.0,0
2023,20,,williams,7,28.0,0
2023,20,,alphatauri,8,21.0,0
2023,20,,alfa,9,16.0,0
2023,20,,haas,10,12.0,0
2023,21,,red_bull,1,822.0,20
2023,21,,mercedes,2,392.0,0
2023,21,,ferrari,3,388.0,1
2023,21,,mclaren,4,284.0,0
2023,21,,aston_martin,5,273.0,0
2023,21,,alpine,6,120.0,0
2023,21,,williams,7,28.0,0
2023,21,,alphatauri,8,21.0,0
2023,21,,alfa,9,16.0,0
2023,21,,haas,10,12.0,0
2023,22,,red_bull,1,860.0,21
2023,22,,mercedes,2,409.0,0
2023,22,,ferrari,3,406.0,1
2023,22,,mclaren,4,302.0,0
2023,22,,aston_martin,5,280.0,0
2023,22,,alpine,6,120.0,0
2023,22,,williams,7,28.0,0
2023,22,,alphatauri,8,25.0,0
2023,22,,alfa,9,16.0,0
2023,22,,haas,10,12.0,0
2025,1,,mclaren,1,27.0,1
2025,1,,mercedes,2,27.0,0
2025,1,,red_bull,3,18.0,0
2025,1,,williams,4,10.0,0
2025,1,,aston_martin,5,8.0,0
2025,1,,sauber,6,6.0,0
2025,1,,ferrari,7,5.0,0
2025,1,,alpine,8,0.0,0
2025,1,,rb,9,0.0,0
2025,1,,haas,10,0.0,0
2025,2,,mclaren,1,78.0,2
2025,2,,mercedes,2,57.0,0
2025,2,,red_bull,3,36.0,0
2025,2,,williams,4,17.0,0
2025,2,,ferrari,5,17.0,0
2025,2,,haas,6,14.0,0
2025,2,,aston_martin,7,10.0,0
2025,2,,sauber,8,6.0,0
2025,2,,rb,9,3.0,0
2025,2,,alpine,10,0.0,0
2025,3,,mclaren,1,111.0,2
2025,3,,mercedes,2,75.0,0
2025,3,,red_bull,3,61.0,1
2025,3,,ferrari,4,35.0,0
2025,3,,williams,5,19.0,0
2025,3,,haas,6,15.0,0
2025,3,,aston_martin,7,10.0,0
2025,3,,rb,8,7.0,0
2025,3,,sauber,9,6.0,0
2025,3,,alpine,10,0.0,0
2025,4,,mclaren,1,151.0,3
2025,4,,mercedes,2,93.0,0
2025,4,,red_bull,3,71.0,1
2025,4,,ferrari,4,57.0,0
2025,4,,haas,5,20.0,0
2025,4,,williams,6,19.0,0
2025,4,,aston_martin,7,10.0,0
2025,4,,rb,8,7.0,0
2025,4,,alpine,9,6.0,0
2025,4,,sauber,10,6.0,0
2025,5,,mclaren,1,188.0,4
2025,5,,mercedes,2,111.0,0
2025,5,,red_bull,3,89.0,1
2025,5,,ferrari,4,78.0,0
2025,5,,williams,5,25.0,0
2025,5,,haas,6,20.0,0
2025,5,,aston_martin,7,10.0,0
2025,5,,rb,8,8.0,0
2025,5,,alpine,9,6.0,0
2025,5,,sauber,10,6.0,0
2025,6,,mclaren,1,246.0,5
2025,6,,mercedes,2,141.0,0
2025,6,,red_bull,3,105.0,1
2025,6,,ferrari,4,94.0,0
2025,6,,williams,5,37.0,0
2025,6,,haas,6,20.0,0
2025,6,,aston_martin,7,14.0,0
2025,6,,rb,8,8.0,0
2025,6,,alpine,9,7.0,0
2025,6,,sauber,10,6.0,0
2025,9,,mclaren,1,362.0,7
2025,9,,ferrari,2,165.0,0
2025,9,,mercedes,3,159.0,0
2025,9,,red_bull,4,144.0,2
2025,9,,williams,5,54.0,0
2025,9,,rb,6,28.0,0
2025,9,,haas,7,26.0,0
2025,9,,sauber,8,16.0,0
2025,9,,aston_martin,9,16.0,0
2025,9,,alpine,10,11.0,0
2025,10,,mclaren,1,374.0,7
2025,10,,mercedes,2,199.0,1
2025,10,,ferrari,3,183.0,0
2025,10,,red_bull,4,162.0,2
2025,10,,williams,5,55.0,0
2025,10,,haas,6,28.0,0
2025,10,,rb,7,28.0,0
2025,10,,aston_martin,8,22.0,0
2025,10,,sauber,9,20.0,0
2025,10,,alpine,10,11.0,0
2025,11,,mclaren,1,417.0,8
2025,11,,ferrari,2,210.0,0
2025,11,,mercedes,3,209.0,1
2025,11,,red_bull,4,162.0,2
2025,11,,williams,5,55.0,0
2025,11,,rb,6,36.0,0
2025,11,,haas,7,29.0,0
2025,11,,aston_martin,8,28.0,0
2025,11,,sauber,9,26.0,0
2025,11,,alpine,10,11.0,0
2025,12,,mclaren,1,460.0,9
2025,12,,ferrari,2,222.0,0
2025,12,,mercedes,3,210.0,1
2025,12,,red_bull,4,172.0,2
2025,12,,williams,5,59.0,0
2025,12,,sauber,6,41.0,0
2025,12,,rb,7,36.0,0
2025,12,,aston_martin,8,36.0,0
2025,12,,haas,9,29.0,0
2025,12,,alpine,10,19.0,0
2025,13,,mclaren,1,516.0,10
2025,13,,ferrari,2,248.0,0
2025,13,,mercedes,3,220.0,1
2025,13,,red_bull,4,192.0,2
2025,13,,williams,5,70.0,0
2025,13,,sauber,6,43.0,0
2025,13,,rb,7,41.0,0
2025,13,,aston_martin,8,36.0,0
2025,13,,haas,9,35.0,0
2025,13,,alpine,10,20.0,0
2025,14,,mclaren,1,559.0,11
2025,14,,ferrari,2,260.0,0
2025,14,,mercedes,3,236.0,1
2025,14,,red_bull,4,194.0,2
2025,14,,williams,5,70.0,0
2025,14,,aston_martin,6,52.0,0
2025,14,,sauber,7,51.0,0
2025,14,,rb,8,45.0,0
2025,14,,haas,9,35.0,0
2025,14,,alpine,10,20.0,0
2025,15,,mclaren,1,584.0,12
2025,15,,ferrari,2,260.0,0
2025,15,,mercedes,3,248.0,1
2025,15,,red_bull,4,214.0,2
2025,15,,williams,5,80.0,0
2025,15,,aston_martin,6,62.0,0
2025,15,,rb,7,60.0,0
2025,15,,sauber,8,51.0,0
2025,15,,haas,9,44.0,0
2025,15,,alpine,10,20.0,0
2025,16,,mclaren,1,617.0,12
2025,16,,ferrari,2,280.0,0
2025,16,,mercedes,3,260.0,1
2025,16,,red_bull,4,239.0,3
2025,16,,williams,5,86.0,0
2025,16,,aston_martin,6,62.0,0
2025,16,,rb,7,61.0,0
2025,16,,sauber,8,55.0,0
2025,16,,haas,9,44.0,0
2025,16,,alpine,10,20.0,0
2025,17,,mclaren,1,623.0,12
2025,17,,mercedes,2,290.0,1
2025,17,,ferrari,3,286.0,0
2025,17,,red_bull,4,272.0,4
2025,17,,williams,5,101.0,0
2025,17,,rb,6,72.0,0
2025,17,,aston_martin,7,62.0,0
2025,17,,sauber,8,55.0,0
2025,17,,haas,9,44.0,0
2025,17,,alpine,10,20.0,0
2025,18,,mclaren,1,650.0,12
2025,18,,mercedes,2,325.0,2
2025,18,,ferrari,3,298.0,0
2025,18,,red_bull,4,290.0,4
2025,18,,williams,5,102.0,0
2025,18,,rb,6,72.0,0
2025,18,,aston_martin,7,68.0,0
2025,18,,sauber,8,55.0,0
2025,18,,haas,9,46.0,0
2025,18,,alpine,10,20.0,0
2025,19,,mclaren,1,678.0,12
2025,19,,mercedes,2,341.0,2
2025,19,,ferrari,3,334.0,0
2025,19,,red_bull,4,331.0,5
2025,19,,williams,5,111.0,0
2025,19,,rb,6,72.0,0
2025,19,,aston_martin,7,69.0,0
2025,19,,sauber,8,59.0,0
2025,19,,haas,9,48.0,0
2025,19,,alpine,10,20.0,0
2025,20,,mclaren,1,713.0,13
2025,20,,ferrari,2,356.0,0
2025,20,,mercedes,3,355.0,2
2025,20,,red_bull,4,346.0,5
2025,20,,williams,5,111.0,0
2025,20,,rb,6,72.0,0
2025,20,,aston_martin,7,69.0,0
2025,20,,haas,8,62.0,0
2025,20,,sauber,9,60.0,0
2025,20,,alpine,10,20.0,0
2025,21,,mclaren,1,756.0,14
2025,21,,mercedes,2,398.0,2
2025,21,,red_bull,3,366.0,5
2025,21,,ferrari,4,362.0,0
2025,21,,williams,5,111.0,0
2025,21,,rb,6,82.0,0
2025,21,,aston_martin,7,72.0,0
2025,21,,haas,8,70.0,0
2025,21,,sauber,9,62.0,0
2025,21,,alpine,10,22.0,0
2025,22,,mclaren,1,756.0,14
2025,22,,mercedes,2,431.0,2
2025,22,,red_bull,3,391.0,6
2025,22,,ferrari,4,378.0,0
2025,22,,williams,5,121.0,0
2025,22,,rb,6,90.0,0
2025,22,,haas,7,73.0,0
2025,22,,aston_martin,8,72.0,0
2025,22,,sauber,9,68.0,0
2025,22,,alpine,10,22.0,0
2020,12,,mercedes,1,435.0,10
2020,12,,red_bull,2,226.0,1
2020,12,,racing_point,3,126.0,0
2020,12,,mclaren,4,124.0,0
2020,12,,renault,5,120.0,0
2020,12,,ferrari,6,93.0,0
2020,12,,alphatauri,7,77.0,1
2020,12,,alfa,8,5.0,0
2020,12,,haas,9,3.0,0
2020,12,,williams,10,0.0,0
2020,13,,mercedes,1,479.0,11
2020,13,,red_bull,2,226.0,1
2020,13,,renault,3,135.0,0
2020,13,,mclaren,4,134.0,0
2020,13,,racing_point,5,134.0,0
2020,13,,ferrari,6,103.0,0
2020,13,,alphatauri,7,89.0,1
2020,13,,alfa,8,8.0,0
2020,13,,haas,9,3.0,0
2020,13,,williams,10,0.0,0
2020,14,,mercedes,1,504.0,12
2020,14,,red_bull,2,240.0,1
2020,14,,racing_point,3,154.0,0
2020,14,,mclaren,4,149.0,0
2020,14,,renault,5,136.0,0
2020,14,,ferrari,6,130.0,0
2020,14,,alphatauri,7,89.0,1
2020,14,,alfa,8,8.0,0
2020,14,,haas,9,3.0,0
2020,14,,williams,10,0.0,0
2020,15,,mercedes,1,533.0,13
2020,15,,red_bull,2,274.0,1
2020,15,,mclaren,3,171.0,0
2020,15,,racing_point,4,154.0,0
2020,15,,renault,5,144.0,0
2020,15,,ferrari,6,131.0,0
2020,15,,alphatauri,7,97.0,1
2020,15,,alfa,8,8.0,0
2020,15,,haas,9,3.0,0
2020,15,,williams,10,0.0,0
2020,16,,mercedes,1,540.0,13
2020,16,,red_bull,2,282.0,1
2020,16,,racing_point,3,194.0,1
2020,16,,mclaren,4,184.0,0
2020,16,,renault,5,172.0,0
2020,16,,ferrari,6,131.0,0
2020,16,,alphatauri,7,103.0,1
2020,16,,alfa,8,8.0,0
2020,16,,haas,9,3.0,0
2020,16,,williams,10,0.0,0
2021,6,,red_bull,1,174.0,3
2021,6,,mercedes,2,148.0,3
2021,6,,ferrari,3,94.0,0
2021,6,,mclaren,4,92.0,0
2021,6,,alphatauri,5,39.0,0
2021,6,,aston_martin,6,37.0,0
2021,6,,alpine,7,25.0,0
2021,6,,alfa,8,2.0,0
2021,6,,haas,9,0.0,0
2021,6,,williams,10,0.0,0
2021,7,,red_bull,1,215.0,4
2021,7,,mercedes,2,178.0,3
2021,7,,mclaren,3,110.0,0
2021,7,,ferrari,4,94.0,0
2021,7,,alphatauri,5,45.0,0
2021,7,,aston_martin,6,40.0,0
2021,7,,alpine,7,29.0,0
2021,7,,alfa,8,2.0,0
2021,7,,williams,9,0.0,0
2021,7,,haas,10,0.0,0
2021,8,,red_bull,1,252.0,5
2021,8,,mercedes,2,212.0,3
2021,8,,mclaren,3,120.0,0
2021,8,,ferrari,4,108.0,0
2021,8,,alphatauri,5,46.0,0
2021,8,,aston_martin,6,44.0,0
2021,8,,alpine,7,31.0,0
2021,8,,alfa,8,2.0,0
2021,8,,williams,9,0.0,0
2021,8,,haas,10,0.0,0
2021,9,,red_bull,1,286.0,6
2021,9,,mercedes,2,242.0,3
2021,9,,mclaren,3,141.0,0
2021,9,,ferrari,4,122.0,0
2021,9,,alphatauri,5,48.0,0
2021,9,,aston_martin,6,44.0,0
2021,9,,alpine,7,32.0,0
2021,9,,alfa,8,2.0,0
2021,9,,williams,9,0.0,0
2021,9,,haas,10,0.0,0
2021,10,,red_bull,1,289.0,6
2021,10,,mercedes,2,285.0,4
2021,10,,mclaren,3,163.0,0
2021,10,,ferrari,4,148.0,0
2021,10,,alphatauri,5,49.0,0
2021,10,,aston_martin,6,48.0,0
2021,10,,alpine,7,40.0,0
2021,10,,alfa,8,2.0,0
2021,10,,williams,9,0.0,0
2021,10,,haas,10,0.0,0
2021,11,,mercedes,1,303.0,4
2021,11,,red_bull,2,291.0,6
2021,11,,ferrari,3,163.0,0
2021,11,,mclaren,4,163.0,0
2021,11,,alpine,5,77.0,1
2021,11,,alphatauri,6,68.0,0
2021,11,,aston_martin,7,48.0,0
2021,11,,williams,8,10.0,0
2021,11,,alfa,9,3.0,0
2021,11,,haas,10,0.0,0
2021,12,,mercedes,1,310.5,4
2021,12,,red_bull,2,303.5,7
2021,12,,mclaren,3,169.0,0
2021,12,,ferrari,4,165.5,0
2021,12,,alpine,5,80.0,1
2021,12,,alphatauri,6,72.0,0
2021,12,,aston_martin,7,53.0,0
2021,12,,williams,8,20.0,0
2021,12,,alfa,9,3.0,0
2021,12,,haas,10,0.0,0
2021,13,,mercedes,1,344.5,4
2021,13,,red_bull,2,332.5,8
2021,13,,ferrari,3,181.5,0
2021,13,,mclaren,4,170.0,0
2021,13,,alpine,5,90.0,1
2021,13,,alphatauri,6,84.0,0
2021,13,,aston_martin,7,53.0,0
2021,13,,williams,8,20.0,0
2021,13,,alfa,9,3.0,0
2021,13,,haas,10,0.0,0
2021,14,,mercedes,1,362.5,4
2021,14,,red_bull,2,344.5,8
2021,14,,mclaren,3,215.0,1
2021,14,,ferrari,4,201.5,0
2021,14,,alpine,5,95.0,1
2021,14,,alphatauri,6,84.0,0
2021,14,,aston_martin,7,59.0,0
2021,14,,williams,8,22.0,0
2021,14,,alfa,9,3.0,0
2021,14,,haas,10,0.0,0
2021,15,,mercedes,1,397.5,5
2021,15,,red_bull,2,364.5,8
2021,15,,mclaren,3,234.0,1
2021,15,,ferrari,4,216.5,0
2021,15,,alpine,5,103.0,1
2021,15,,alphatauri,6,84.0,0
2021,15,,aston_martin,7,59.0,0
2021,15,,williams,8,23.0,0
2021,15,,alfa,9,7.0,0
2021,15,,haas,10,0.0,0
2021,16,,mercedes,1,433.5,6
2021,16,,red_bull,2,397.5,8
2021,16,,mclaren,3,240.0,1
2021,16,,ferrari,4,232.5,0
2021,16,,alpine,5,104.0,1
2021,16,,alphatauri,6,92.0,0
2021,16,,aston_martin,7,61.0,0
2021,16,,williams,8,23.0,0
2021,16,,alfa,9,7.0,0
2021,16,,haas,10,0.0,0
2021,17,,mercedes,1,460.5,6
2021,17,,red_bull,2,437.5,9
2021,17,,mclaren,3,254.0,1
2021,17,,ferrari,4,250.5,0
2021,17,,alpine,5,104.0,1
2021,17,,alphatauri,6,94.0,0
2021,17,,aston_martin,7,62.0,0
2021,17,,williams,8,23.0,0
2021,17,,alfa,9,7.0,0
2021,17,,haas,10,0.0,0
2021,18,,mercedes,1,478.5,6
2021,18,,red_bull,2,477.5,10
2021,18,,ferrari,3,268.5,0
2021,18,,mclaren,4,255.0,1
2021,18,,alpine,5,106.0,1
2021,18,,alphatauri,6,106.0,0
2021,18,,aston_martin,7,68.0,0
2021,18,,williams,8,23.0,0
2021,18,,alfa,9,11.0,0
2021,18,,haas,10,0.0,0
2021,19,,mercedes,1,521.5,7
2021,19,,red_bull,2,510.5,10
2021,19,,ferrari,3,287.5,0
2021,19,,mclaren,4,256.0,1
2021,19,,alpine,5,112.0,1
2021,19,,alphatauri,6,112.0,0
2021,19,,aston_martin,7,68.0,0
2021,19,,williams,8,23.0,0
2021,19,,alfa,9,11.0,0
2021,19,,haas,10,0.0,0
2021,20,,mercedes,1,546.5,8
2021,20,,red_bull,2,541.5,10
2021,20,,ferrari,3,297.5,0
2021,20,,mclaren,4,258.0,1
2021,20,,alpine,5,137.0,1
2021,20,,alphatauri,6,112.0,0
2021,20,,aston_martin,7,77.0,0
2021,20,,williams,8,23.0,0
2021,20,,alfa,9,11.0,0
2021,20,,haas,10,0.0,0
2022,4,,ferrari,1,124.0,2
2022,4,,red_bull,2,113.0,2
2022,4,,mercedes,3,77.0,0
2022,4,,mclaren,4,46.0,0
2022,4,,alfa,5,25.0,0
2022,4,,alpine,6,22.0,0
2022,4,,alphatauri,7,16.0,0
2022,4,,haas,8,15.0,0
2022,4,,aston_martin,9,5.0,0
2022,4,,williams,10,1.0,0
2022,5,,ferrari,1,157.0,2
2022,5,,red_bull,2,151.0,3
2022,5,,mercedes,3,95.0,0
2022,5,,mclaren,4,46.0,0
2022,5,,alfa,5,31.0,0
2022,5,,alpine,6,26.0,0
2022,5,,alphatauri,7,16.0,0
2022,5,,haas,8,15.0,0
2022,5,,aston_martin,9,6.0,0
2022,5,,williams,10,3.0,0
2022,6,,red_bull,1,195.0,4
2022,6,,ferrari,2,169.0,2
2022,6,,mercedes,3,120.0,0
2022,6,,mclaren,4,50.0,0
2022,6,,alfa,5,39.0,0
2022,6,,alpine,6,34.0,0
2022,6,,alphatauri,7,17.0,0
2022,6,,haas,8,15.0,0
2022,6,,aston_martin,9,6.0,0
2022,6,,williams,10,3.0,0
2022,7,,red_bull,1,235.0,5
2022,7,,ferrari,2,199.0,2
2022,7,,mercedes,3,134.0,0
2022,7,,mclaren,4,59.0,0
2022,7,,alfa,5,41.0,0
2022,7,,alpine,6,40.0,0
2022,7,,alphatauri,7,17.0,0
2022,7,,haas,8,15.0,0
2022,7,,aston_martin,9,7.0,0
2022,7,,williams,10,3.0,0
2022,8,,red_bull,1,279.0,6
2022,8,,ferrari,2,199.0,2
2022,8,,mercedes,3,161.0,0
2022,8,,mclaren,4,65.0,0
2022,8,,alpine,5,47.0,0
2022,8,,alfa,6,41.0,0
2022,8,,alphatauri,7,27.0,0
2022,8,,haas,8,15.0,0
2022,8,,aston_martin,9,15.0,0
2022,8,,williams,10,3.0,0
2022,9,,red_bull,1,304.0,7
2022,9,,ferrari,2,228.0,2
2022,9,,mercedes,3,188.0,0
2022,9,,mclaren,4,65.0,0
2022,9,,alpine,5,57.0,0
2022,9,,alfa,6,51.0,0
2022,9,,alphatauri,7,27.0,0
2022,9,,aston_martin,8,16.0,0
2022,9,,haas,9,15.0,0
2022,9,,williams,10,3.0,0
2022,10,,red_bull,1,328.0,7
2022,10,,ferrari,2,265.0,3
2022,10,,mercedes,3,204.0,0
2022,10,,mclaren,4,73.0,0
2022,10,,alpine,5,67.0,0
2022,10,,alfa,6,51.0,0
2022,10,,alphatauri,7,27.0,0
2022,10,,haas,8,20.0,0
2022,10,,aston_martin,9,18.0,0
2022,10,,williams,10,3.0,0
2022,11,,red_bull,1,359.0,7
2022,11,,ferrari,2,303.0,4
2022,11,,mercedes,3,237.0,0
2022,11,,mclaren,4,81.0,0
2022,11,,alpine,5,81.0,0
2022,11,,alfa,6,51.0,0
2022,11,,haas,7,34.0,0
2022,11,,alphatauri,8,27.0,0
2022,11,,aston_martin,9,18.0,0
2022,11,,williams,10,3.0,0
2022,12,,red_bull,1,396.0,8
2022,12,,ferrari,2,314.0,4
2022,12,,mercedes,3,270.0,0
2022,12,,alpine,4,93.0,0
2022,12,,mclaren,5,89.0,0
2022,12,,alfa,6,51.0,0
2022,12,,haas,7,34.0,0
2022,12,,alphatauri,8,27.0,0
2022,12,,aston_martin,9,19.0,0
2022,12,,williams,10,3.0,0
2022,13,,red_bull,1,431.0,9
2022,13,,ferrari,2,334.0,4
2022,13,,mercedes,3,304.0,0
2022,13,,alpine,4,99.0,0
2022,13,,mclaren,5,95.0,0
2022,13,,alfa,6,51.0,0
2022,13,,haas,7,34.0,0
2022,13,,alphatauri,8,27.0,0
2022,13,,aston_martin,9,20.0,0
2022,13,,williams,10,3.0,0
2022,14,,red_bull,1,475.0,10
2022,14,,ferrari,2,357.0,4
2022,14,,mercedes,3,316.0,0
2022,14,,alpine,4,115.0,0
2022,14,,mclaren,5,95.0,0
2022,14,,alfa,6,51.0,0
2022,14,,haas,7,34.0,0
2022,14,,alphatauri,8,29.0,0
2022,14,,aston_martin,9,24.0,0
2022,14,,williams,10,4.0,0
2022,15,,red_bull,1,511.0,11
2022,15,,ferrari,2,376.0,4
2022,15,,mercedes,3,346.0,0
2022,15,,alpine,4,125.0,0
2022,15,,mclaren,5,101.0,0
2022,15,,alfa,6,51.0,0
2022,15,,haas,7,34.0,0
2022,15,,alphatauri,8,29.0,0
2022,15,,aston_martin,9,25.0,0
2022,15,,williams,10,4.0,0
2022,16,,red_bull,1,545.0,12
2022,16,,ferrari,2,406.0,4
2022,16,,mercedes,3,371.0,0
2022,16,,alpine,4,125.0,0
2022,16,,mclaren,5,107.0,0
2022,16,,alfa,6,52.0,0
2022,16,,haas,7,34.0,0
2022,16,,alphatauri,8,33.0,0
2022,16,,aston_martin,9,25.0,0
2022,16,,williams,10,6.0,0
2022,17,,red_bull,1,576.0,13
2022,17,,ferrari,2,439.0,4
2022,17,,mercedes,3,373.0,0
2022,17,,mclaren,4,129.0,0
2022,17,,alpine,5,125.0,0
2022,17,,alfa,6,52.0,0
2022,17,,aston_martin,7,37.0,0
2022,17,,haas,8,34.0,0
2022,17,,alphatauri,9,34.0,0
2022,17,,williams,10,6.0,0
2022,18,,red_bull,1,619.0,14
2022,18,,ferrari,2,454.0,4
2022,18,,mercedes,3,387.0,0
2022,18,,alpine,4,143.0,0
2022,18,,mclaren,5,130.0,0
2022,18,,alfa,6,52.0,0
2022,18,,aston_martin,7,45.0,0
2022,18,,haas,8,34.0,0
2022,18,,alphatauri,9,34.0,0
2022,18,,williams,10,8.0,0
2022,19,,red_bull,1,656.0,15
2022,19,,ferrari,2,469.0,4
2022,19,,mercedes,3,416.0,0
2022,19,,alpine,4,149.0,0
2022,19,,mclaren,5,138.0,0
2022,19,,alfa,6,52.0,0
2022,19,,aston_martin,7,49.0,0
2022,19,,haas,8,36.0,0
2022,19,,alphatauri,9,35.0,0
2022,19,,williams,10,8.0,0
2022,20,,red_bull,1,696.0,16
2022,20,,ferrari,2,487.0,4
2022,20,,mercedes,3,447.0,0
2022,20,,alpine,4,153.0,0
2022,20,,mclaren,5,146.0,0
2022,20,,alfa,6,53.0,0
2022,20,,aston_martin,7,49.0,0
2022,20,,haas,8,36.0,0
2022,20,,alphatauri,9,35.0,0
2022,20,,williams,10,8.0,0
2022,21,,red_bull,1,719.0,16
2022,21,,ferrari,2,524.0,4
2022,21,,mercedes,3,505.0,1
2022,21,,alpine,4,167.0,0
2022,21,,mclaren,5,148.0,0
2022,21,,alfa,6,55.0,0
2022,21,,aston_martin,7,50.0,0
2022,21,,haas,8,37.0,0
2022,21,,alphatauri,9,35.0,0
2022,21,,williams,10,8.0,0
2022,22,,red_bull,1,759.0,17
2022,22,,ferrari,2,554.0,4
2022,22,,mercedes,3,515.0,1
2022,22,,alpine,4,173.0,0
2022,22,,mclaren,5,159.0,0
2022,22,,alfa,6,55.0,0
2022,22,,aston_martin,7,55.0,0
2022,22,,haas,8,37.0,0
2022,22,,alphatauri,9,35.0,0
2022,22,,williams,10,8.0,0
2023,1,,red_bull,1,43.0,1
2023,1,,aston_martin,2,23.0,0
2023,1,,mercedes,3,16.0,0
2023,1,,ferrari,4,12.0,0
2023,1,,alfa,5,4.0,0
2023,1,,alpine,6,2.0,0
2023,1,,williams,7,1.0,0
2023,1,,alphatauri,8,0.0,0
2023,1,,haas,9,0.0,0
2023,1,,mclaren,10,0.0,0
2023,2,,red_bull,1,87.0,2
2023,2,,aston_martin,2,38.0,0
2023,2,,mercedes,3,38.0,0
2023,2,,ferrari,4,26.0,0
2023,2,,alpine,5,8.0,0
2023,2,,alfa,6,4.0,0
2023,2,,haas,7,1.0,0
2023,2,,williams,8,1.0,0
2023,2,,alphatauri,9,0.0,0
2023,2,,mclaren,10,0.0,0
2023,3,,red_bull,1,123.0,3
2023,3,,aston_martin,2,65.0,0
2023,3,,mercedes,3,56.0,0
2023,3,,ferrari,4,26.0,0
2023,3,,mclaren,5,12.0,0
2023,3,,alpine,6,8.0,0
2023,3,,haas,7,7.0,0
2023,3,,alfa,8,6.0,0
2023,3,,alphatauri,9,1.0,0
