year,round,race_name,driver_id,constructor_id,podium_finish,grid_position,quali_position,driver_points_before_race,driver_wins_before_race,driver_avg_finish_last_3,driver_finish_volatility,driver_avg_finish_at_track,constructor_points_before_race,constructor_championship_position,circuit_id,overtaking_difficulty,grid_x_overtaking,driver_recovery_ability,recovery_opportunity,team_form_last_3,team_momentum,chaos_potential,strategic_team
2018,3,Chinese Grand Prix,ricciardo,red_bull,1,6,6.0,12.0,0.0,12.0,11.31370849898476,12.0,20.0,4.0,shanghai,3.0,18.0,0,0,12,0,0,1
2018,3,Chinese Grand Prix,bottas,mercedes,1,3,3.0,22.0,0.0,5.0,4.242640687119285,12.0,55.0,2.0,shanghai,3.0,9.0,0,0,12,0,0,1
2018,3,Chinese Grand Prix,raikkonen,ferrari,1,2,2.0,15.0,0.0,10.5,10.606601717798211,12.0,65.0,1.0,shanghai,3.0,6.0,0,0,12,0,0,1
2018,3,Chinese Grand Prix,hamilton,mercedes,0,4,4.0,33.0,0.0,2.5,0.7071067811865476,12.0,55.0,2.0,shanghai,3.0,12.0,0,0,12,0,0,1
2018,3,Chinese Grand Prix,max_verstappen,red_bull,0,5,5.0,8.0,0.0,12.5,9.192388155425116,12.0,20.0,4.0,shanghai,3.0,15.0,0,0,12,0,0,1
2018,3,Chinese Grand Prix,hulkenberg,renault,0,7,7.0,14.0,0.0,6.5,0.7071067811865476,12.0,15.0,5.0,shanghai,3.0,21.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,alonso,mclaren,0,13,13.0,16.0,0.0,6.0,1.4142135623730951,12.0,22.0,3.0,shanghai,3.0,39.0,0,0,12,0,0,1
2018,3,Chinese Grand Prix,vettel,ferrari,0,1,1.0,50.0,2.0,1.0,0.0,12.0,65.0,1.0,shanghai,3.0,3.0,0,0,12,0,0,1
2018,3,Chinese Grand Prix,sainz,renault,0,9,9.0,1.0,0.0,10.5,0.7071067811865476,12.0,15.0,5.0,shanghai,3.0,27.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,kevin_magnussen,haas,0,11,11.0,10.0,0.0,11.0,8.48528137423857,12.0,10.0,7.0,shanghai,3.0,33.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,ocon,force_india,0,12,12.0,1.0,0.0,11.0,1.4142135623730951,12.0,1.0,9.0,shanghai,3.0,36.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,perez,force_india,0,8,8.0,0.0,0.0,13.5,3.5355339059327378,12.0,1.0,9.0,shanghai,3.0,24.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,vandoorne,mclaren,0,14,14.0,6.0,0.0,8.5,0.7071067811865476,12.0,22.0,3.0,shanghai,3.0,42.0,0,0,12,0,0,1
2018,3,Chinese Grand Prix,stroll,williams,0,18,18.0,0.0,0.0,14.0,0.0,12.0,0.0,10.0,shanghai,3.0,54.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,sirotkin,williams,0,16,16.0,0.0,0.0,17.5,3.5355339059327378,12.0,0.0,10.0,shanghai,3.0,48.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,ericsson,sauber,0,20,20.0,2.0,0.0,14.0,7.071067811865476,12.0,2.0,8.0,shanghai,3.0,60.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,grosjean,haas,0,10,10.0,0.0,0.0,14.5,2.1213203435596424,12.0,10.0,7.0,shanghai,3.0,30.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,gasly,toro_rosso,0,17,17.0,12.0,0.0,11.0,9.899494936611664,12.0,12.0,6.0,shanghai,3.0,51.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,leclerc,sauber,0,19,19.0,0.0,0.0,12.5,0.7071067811865476,12.0,2.0,8.0,shanghai,3.0,57.0,0,0,12,0,0,0
2018,3,Chinese Grand Prix,brendon_hartley,toro_rosso,0,15,15.0,0.0,0.0,16.0,1.4142135623730951,12.0,12.0,6.0,shanghai,3.0,45.0,0,0,12,0,0,0
2018,4,Azerbaijan Grand Prix,hamilton,mercedes,1,2,2.0,45.0,0.0,3.0,1.0,12.0,85.0,1.0,baku,4.0,8.0,0,0,12,0,1,1
2018,4,Azerbaijan Grand Prix,raikkonen,ferrari,1,6,6.0,30.0,0.0,8.0,8.660254037844387,12.0,84.0,2.0,baku,4.0,24.0,0,0,12,0,1,1
2018,4,Azerbaijan Grand Prix,perez,force_india,1,8,8.0,0.0,0.0,13.0,2.6457513110645907,12.0,1.0,9.0,baku,4.0,32.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,vettel,ferrari,0,1,1.0,54.0,2.0,3.333333333333333,4.041451884327381,12.0,84.0,2.0,baku,4.0,4.0,0,0,12,0,1,1
2018,4,Azerbaijan Grand Prix,sainz,renault,0,9,10.0,3.0,0.0,10.0,1.0,12.0,25.0,5.0,baku,4.0,36.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,leclerc,sauber,0,13,14.0,0.0,0.0,14.666666666666666,3.785938897200183,12.0,2.0,8.0,baku,4.0,52.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,alonso,mclaren,0,12,13.0,22.0,0.0,6.333333333333333,1.1547005383792517,12.0,28.0,4.0,baku,4.0,48.0,0,0,12,0,1,1
2018,4,Azerbaijan Grand Prix,stroll,williams,0,10,11.0,0.0,0.0,14.0,0.0,12.0,0.0,10.0,baku,4.0,40.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,vandoorne,mclaren,0,16,16.0,6.0,0.0,10.0,2.6457513110645907,12.0,28.0,4.0,baku,4.0,64.0,0,0,12,0,1,1
2018,4,Azerbaijan Grand Prix,brendon_hartley,toro_rosso,0,19,19.0,0.0,0.0,17.333333333333332,2.516611478423584,12.0,12.0,6.0,baku,4.0,76.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,ericsson,sauber,0,18,18.0,2.0,0.0,14.666666666666666,5.131601439446884,12.0,2.0,8.0,baku,4.0,72.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,gasly,toro_rosso,0,17,17.0,12.0,0.0,13.333333333333334,8.082903768654761,12.0,12.0,6.0,baku,4.0,68.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,kevin_magnussen,haas,0,15,15.0,11.0,0.0,10.666666666666666,6.027713773341708,12.0,11.0,7.0,baku,4.0,60.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,bottas,mercedes,0,3,3.0,40.0,0.0,4.0,3.4641016151377544,12.0,85.0,1.0,baku,4.0,12.0,0,0,12,0,1,1
2018,4,Azerbaijan Grand Prix,grosjean,haas,0,20,20.0,0.0,0.0,15.333333333333334,2.0816659994661326,12.0,11.0,7.0,baku,4.0,80.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,max_verstappen,red_bull,0,5,5.0,18.0,0.0,10.0,7.810249675906654,12.0,55.0,3.0,baku,4.0,20.0,0,0,12,0,1,1
2018,4,Azerbaijan Grand Prix,ricciardo,red_bull,0,4,4.0,37.0,1.0,8.333333333333334,10.214368964029708,12.0,55.0,3.0,baku,4.0,16.0,0,0,12,0,1,1
2018,4,Azerbaijan Grand Prix,hulkenberg,renault,0,14,9.0,22.0,0.0,6.333333333333333,0.5773502691896257,12.0,25.0,5.0,baku,4.0,56.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,ocon,force_india,0,7,7.0,1.0,0.0,11.0,1.0,12.0,1.0,9.0,baku,4.0,28.0,0,0,12,0,1,0
2018,4,Azerbaijan Grand Prix,sirotkin,williams,0,11,12.0,0.0,0.0,16.666666666666668,2.886751345948129,12.0,0.0,10.0,baku,4.0,44.0,0,0,12,0,1,0
2018,5,Spanish Grand Prix,hamilton,mercedes,1,1,1.0,70.0,1.0,2.6666666666666665,1.2909944487358056,12.0,110.0,2.0,catalunya,4.0,4.0,0,0,12,0,0,1
2018,5,Spanish Grand Prix,bottas,mercedes,1,2,2.0,40.0,0.0,6.0,5.744562646538029,12.0,110.0,2.0,catalunya,4.0,8.0,0,0,12,0,0,1
2018,5,Spanish Grand Prix,max_verstappen,red_bull,1,5,5.0,18.0,0.0,13.333333333333334,7.047458170621991,12.0,55.0,3.0,catalunya,4.0,20.0,0,0,12,0,0,1
2018,5,Spanish Grand Prix,vettel,ferrari,0,3,3.0,66.0,2.0,4.333333333333333,3.3166247903554,12.0,114.0,1.0,catalunya,4.0,12.0,0,0,12,0,0,1
2018,5,Spanish Grand Prix,ricciardo,red_bull,0,6,6.0,37.0,1.0,12.666666666666666,9.39858145324779,12.0,55.0,3.0,catalunya,4.0,24.0,0,0,12,0,0,1
2018,5,Spanish Grand Prix,kevin_magnussen,haas,0,7,7.0,11.0,0.0,9.333333333333334,5.057996968497839,12.0,11.0,8.0,catalunya,4.0,28.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,sainz,renault,0,9,9.0,13.0,0.0,8.333333333333334,2.6299556396765835,12.0,35.0,5.0,catalunya,4.0,36.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,alonso,mclaren,0,8,8.0,28.0,0.0,7.0,1.0,12.0,36.0,4.0,catalunya,4.0,32.0,0,0,12,0,0,1
2018,5,Spanish Grand Prix,perez,force_india,0,15,15.0,15.0,0.0,10.333333333333334,5.446711546122731,12.0,16.0,6.0,catalunya,4.0,60.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,leclerc,sauber,0,14,14.0,8.0,0.0,12.333333333333334,5.32290647422377,12.0,10.0,9.0,catalunya,4.0,56.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,stroll,williams,0,18,19.0,4.0,0.0,12.0,3.0,12.0,4.0,10.0,catalunya,4.0,72.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,brendon_hartley,toro_rosso,0,20,20.0,1.0,0.0,15.666666666666666,4.203173404306164,12.0,13.0,7.0,catalunya,4.0,80.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,ericsson,sauber,0,17,17.0,2.0,0.0,12.0,4.573474244670748,12.0,10.0,9.0,catalunya,4.0,68.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,sirotkin,williams,0,19,18.0,0.0,0.0,16.666666666666668,2.886751345948129,12.0,4.0,10.0,catalunya,4.0,76.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,vandoorne,mclaren,0,11,11.0,8.0,0.0,10.0,2.217355782608345,12.0,36.0,4.0,catalunya,4.0,44.0,0,0,12,0,0,1
2018,5,Spanish Grand Prix,ocon,force_india,0,13,13.0,1.0,0.0,13.333333333333334,4.08248290463863,12.0,16.0,6.0,catalunya,4.0,52.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,raikkonen,ferrari,0,4,4.0,48.0,0.0,7.666666666666667,7.681145747868608,12.0,114.0,1.0,catalunya,4.0,16.0,0,0,12,0,0,1
2018,5,Spanish Grand Prix,grosjean,haas,0,10,10.0,0.0,0.0,15.0,1.707825127659933,12.0,11.0,8.0,catalunya,4.0,40.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,gasly,toro_rosso,0,12,12.0,12.0,0.0,11.333333333333334,6.6332495807108,12.0,13.0,7.0,catalunya,4.0,48.0,0,0,12,0,0,0
2018,5,Spanish Grand Prix,hulkenberg,renault,0,16,16.0,22.0,0.0,10.0,5.852349955359813,12.0,35.0,5.0,catalunya,4.0,64.0,0,0,12,0,0,0
2018,6,Monaco Grand Prix,ricciardo,red_bull,1,1,1.0,47.0,1.0,7.666666666666667,8.502940667792526,12.0,80.0,3.0,monaco,5.0,5.0,0,0,12,0,1,1
2018,6,Monaco Grand Prix,vettel,ferrari,1,2,2.0,78.0,2.0,5.333333333333333,2.8809720581775866,12.0,126.0,2.0,monaco,5.0,10.0,0,0,12,0,1,1
2018,6,Monaco Grand Prix,hamilton,mercedes,1,3,3.0,95.0,2.0,2.0,1.3038404810405295,12.0,153.0,1.0,monaco,5.0,15.0,0,0,12,0,1,1
2018,6,Monaco Grand Prix,raikkonen,ferrari,0,4,4.0,48.0,0.0,7.333333333333333,8.142481194328912,12.0,126.0,2.0,monaco,5.0,20.0,0,0,12,0,1,1
2018,6,Monaco Grand Prix,bottas,mercedes,0,5,5.0,58.0,0.0,6.0,5.366563145999495,12.0,153.0,1.0,monaco,5.0,25.0,0,0,12,0,1,1
2018,6,Monaco Grand Prix,ocon,force_india,0,6,6.0,1.0,0.0,15.333333333333334,3.781534080237808,12.0,18.0,7.0,monaco,5.0,30.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,gasly,toro_rosso,0,10,10.0,12.0,0.0,16.333333333333332,6.340346993658944,12.0,13.0,8.0,monaco,5.0,50.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,hulkenberg,renault,0,11,11.0,22.0,0.0,14.666666666666666,6.985699678629192,12.0,41.0,4.0,monaco,5.0,55.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,max_verstappen,red_bull,0,20,20.0,33.0,0.0,8.0,7.19027120489902,12.0,80.0,3.0,monaco,5.0,100.0,0,0,12,0,1,1
2018,6,Monaco Grand Prix,sainz,renault,0,8,8.0,19.0,0.0,7.0,2.4083189157584592,12.0,41.0,4.0,monaco,5.0,40.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,ericsson,sauber,0,16,17.0,2.0,0.0,13.333333333333334,3.9749213828703582,12.0,11.0,9.0,monaco,5.0,80.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,perez,force_india,0,9,9.0,17.0,0.0,8.0,4.764451699828638,12.0,18.0,7.0,monaco,5.0,45.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,kevin_magnussen,haas,0,19,19.0,19.0,0.0,9.666666666666666,4.969909455915671,12.0,19.0,6.0,monaco,5.0,95.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,vandoorne,mclaren,0,12,12.0,8.0,0.0,12.333333333333334,3.03315017762062,12.0,40.0,5.0,monaco,5.0,60.0,0,0,12,0,1,1
2018,6,Monaco Grand Prix,grosjean,haas,0,18,15.0,0.0,0.0,16.666666666666668,1.9235384061671343,12.0,19.0,6.0,monaco,5.0,90.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,sirotkin,williams,0,13,13.0,0.0,0.0,16.333333333333332,2.9495762407505253,12.0,4.0,10.0,monaco,5.0,65.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,stroll,williams,0,17,18.0,4.0,0.0,11.0,2.683281572999748,12.0,4.0,10.0,monaco,5.0,85.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,leclerc,sauber,0,14,14.0,9.0,0.0,11.666666666666666,4.743416490252569,12.0,11.0,9.0,monaco,5.0,70.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,brendon_hartley,toro_rosso,0,15,16.0,1.0,0.0,14.0,3.96232255123179,12.0,13.0,8.0,monaco,5.0,75.0,0,0,12,0,1,0
2018,6,Monaco Grand Prix,alonso,mclaren,0,7,7.0,32.0,0.0,7.333333333333333,1.0954451150103324,12.0,40.0,5.0,monaco,5.0,35.0,0,0,12,0,1,1
2018,7,Canadian Grand Prix,vettel,ferrari,1,1,1.0,96.0,2.0,3.333333333333333,2.683281572999748,12.0,156.0,2.0,villeneuve,3.0,3.0,0,0,12,0,0,1
2018,7,Canadian Grand Prix,bottas,mercedes,1,2,2.0,68.0,0.0,7.0,5.196152422706632,12.0,178.0,1.0,villeneuve,3.0,6.0,0,0,12,0,0,1
2018,7,Canadian Grand Prix,max_verstappen,red_bull,1,3,3.0,35.0,0.0,9.333333333333334,6.913754406977442,12.0,107.0,3.0,villeneuve,3.0,9.0,0,0,12,0,0,1
2018,7,Canadian Grand Prix,ricciardo,red_bull,0,6,6.0,72.0,2.0,7.666666666666667,9.06642156531451,12.0,107.0,3.0,villeneuve,3.0,18.0,0,0,12,0,0,1
2018,7,Canadian Grand Prix,hamilton,mercedes,0,4,4.0,110.0,2.0,1.6666666666666667,1.3416407864998738,12.0,178.0,1.0,villeneuve,3.0,12.0,0,0,12,0,0,1
2018,7,Canadian Grand Prix,raikkonen,ferrari,0,5,5.0,60.0,0.0,7.666666666666667,7.981227975693966,12.0,156.0,2.0,villeneuve,3.0,15.0,0,0,12,0,0,1
2018,7,Canadian Grand Prix,hulkenberg,renault,0,7,7.0,26.0,0.0,15.333333333333334,6.841052550594828,12.0,46.0,4.0,villeneuve,3.0,21.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,sainz,renault,0,9,9.0,20.0,0.0,7.333333333333333,2.4083189157584592,12.0,46.0,4.0,villeneuve,3.0,27.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,ocon,force_india,0,8,8.0,9.0,0.0,13.666666666666666,5.128352561983234,12.0,26.0,6.0,villeneuve,3.0,24.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,leclerc,sauber,0,13,13.0,9.0,0.0,11.333333333333334,5.477225575051661,12.0,11.0,9.0,villeneuve,3.0,39.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,gasly,toro_rosso,0,16,16.0,18.0,0.0,12.666666666666666,6.59545297913646,12.0,19.0,7.0,villeneuve,3.0,48.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,grosjean,haas,0,20,20.0,0.0,0.0,16.0,1.9493588689617924,12.0,19.0,8.0,villeneuve,3.0,60.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,kevin_magnussen,haas,0,11,11.0,19.0,0.0,10.666666666666666,3.7815340802378072,12.0,19.0,8.0,villeneuve,3.0,33.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,perez,force_india,0,10,10.0,17.0,0.0,8.0,4.8270073544588685,12.0,26.0,6.0,villeneuve,3.0,30.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,ericsson,sauber,0,19,19.0,2.0,0.0,11.666666666666666,2.6457513110645907,12.0,11.0,9.0,villeneuve,3.0,57.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,vandoorne,mclaren,0,15,15.0,8.0,0.0,12.666666666666666,3.114482300479487,12.0,40.0,5.0,villeneuve,3.0,45.0,0,0,12,0,0,1
2018,7,Canadian Grand Prix,sirotkin,williams,0,18,18.0,0.0,0.0,16.666666666666668,2.3452078799117158,12.0,4.0,10.0,villeneuve,3.0,54.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,alonso,mclaren,0,14,14.0,32.0,0.0,11.666666666666666,5.718391382198319,12.0,40.0,5.0,villeneuve,3.0,42.0,0,0,12,0,0,1
2018,7,Canadian Grand Prix,brendon_hartley,toro_rosso,0,12,12.0,1.0,0.0,13.666666666666666,4.39317652729776,12.0,19.0,7.0,villeneuve,3.0,36.0,0,0,12,0,0,0
2018,7,Canadian Grand Prix,stroll,williams,0,17,17.0,4.0,0.0,12.0,3.420526275297414,12.0,4.0,10.0,villeneuve,3.0,51.0,0,0,12,0,0,0
2018,8,French Grand Prix,hamilton,mercedes,1,1,1.0,120.0,2.0,3.0,1.7888543819998317,12.0,206.0,1.0,ricard,3.0,3.0,0,0,12,0,0,1
2018,8,French Grand Prix,max_verstappen,red_bull,1,4,4.0,50.0,0.0,5.0,5.495452665613634,12.0,134.0,3.0,ricard,3.0,12.0,0,0,12,0,0,1
2018,8,French Grand Prix,raikkonen,ferrari,1,6,6.0,68.0,0.0,9.0,6.107372593840988,12.0,189.0,2.0,ricard,3.0,18.0,0,0,12,0,0,1
2018,8,French Grand Prix,ricciardo,red_bull,0,5,5.0,84.0,2.0,3.333333333333333,6.618156843109719,12.0,134.0,3.0,ricard,3.0,15.0,0,0,12,0,0,1
2018,8,French Grand Prix,vettel,ferrari,0,3,3.0,121.0,3.0,2.333333333333333,2.683281572999748,12.0,189.0,2.0,ricard,3.0,9.0,0,0,12,0,0,1
2018,8,French Grand Prix,kevin_magnussen,haas,0,9,9.0,19.0,0.0,10.666666666666666,3.082207001484488,12.0,19.0,8.0,ricard,3.0,27.0,0,0,12,0,0,0
2018,8,French Grand Prix,bottas,mercedes,0,2,2.0,86.0,0.0,3.0,5.196152422706632,12.0,206.0,1.0,ricard,3.0,6.0,0,0,12,0,0,1
2018,8,French Grand Prix,sainz,renault,0,7,7.0,24.0,0.0,8.333333333333334,1.9235384061671343,12.0,56.0,4.0,ricard,3.0,21.0,0,0,12,0,0,0
2018,8,French Grand Prix,hulkenberg,renault,0,12,12.0,32.0,0.0,11.666666666666666,6.648308055437865,12.0,56.0,4.0,ricard,3.0,36.0,0,0,12,0,0,0
